STATE,AGI_STUB,N1,MARS1,MARS2,MARS4,ELF,CPREP,PREP,DIR_DEP,N2,TOTAL_VITA,VITA,MVITA,TCE,VITA_EIC,RAC,ELDERLY,A00100,N02650,A02650,N00200,A00200,N00300,A00300,N00600,A00600,N00650,A00650,N00700,A00700,N00900,A00900,N01000,A01000,N01400,A01400,N01700,A01700,SCHF,N02300,A02300,N02500,A02500,N26270,A26270,N02900,A02900,N03220,A03220,N03300,A03300,N03270,A03270,N03150,A03150,N03210,A03210,N04450,A04450,N04100,A04100,N04200,A04200,N04470,A04470,N17000,A17000,N18425,A18425,N18450,A18450,N18500,A18500,N18460,A18460,N18300,A18300,N18800,A18800,N19300,A19300,N19500,A19500,N19530,A19530,N19570,A19570,N19700,A19700,N20950,A20950,N04475,A04475,N04800,A04800,N05800,A05800,N09600,A09600,N05780,A05780,N07100,A07100,N07300,A07300,N07180,A07180,N07230,A07230,N07240,A07240,N07225,A07225,N07260,A07260,N09400,A09400,N85770,A85770,N85775,A85775,N10600,A10600,N59660,A59660,N59720,A59720,N11070,A11070,N10960,A10960,N11560,A11560,N06500,A06500,N10300,A10300,N85530,A85530,N85300,A85300,N11901,A11901,N11900,A11900,N11902,A11902,N12000,A12000
AL,8,"63,680","5,180","56,890","1,120","59,050","2,560","44,180","19,190","179,080",160,20,110,30,0,"1,260","24,050","17,907,885","63,680","18,172,943","55,600","11,241,010","49,460","208,238","35,840","534,305","33,990","422,889","11,540","19,584","16,910","798,013","33,850","1,004,227","14,250","682,050","20,760","1,279,870","3,010",490,"1,822","15,320","452,341","19,550","1,709,643","21,750","265,058","2,080",527,"2,630","73,092","6,760","82,867","1,260","12,428",0,0,"30,870","747,179","30,870","727,197","9,300","19,982","32,810","1,376,689","1,660","44,157","31,160","363,748","1,560","5,523","31,110","102,759","32,490","307,659","32,780","311,526","24,660","12,150","27,200","378,112",550,"4,403","2,420","1,419","2,870","19,511","31,170","548,481","1,780","67,881","30,020","389,251","63,650","15,391,663","63,640","2,961,716",250,"2,925",200,"1,634","39,440","109,425","15,260","14,423","5,380","3,055",0,0,0,0,"27,880","79,287","1,130","1,094","15,020","116,101",0,0,210,"1,757","62,950","2,905,293",0,0,0,0,30,66,0,0,0,0,"63,570","2,852,290","63,640","3,033,463","22,600","16,281","29,490","30,786","35,190","421,993","28,360","288,304","21,870","177,882","7,650","110,423"
AL,9,"9,230",770,"8,210",140,"8,610",380,"8,260","1,630","26,760",0,0,0,0,0,30,"3,670","6,227,492","9,230","6,336,988","7,890","3,029,999","8,600","103,615","7,050","272,159","6,810","221,079",920,"3,611","3,240","294,987","7,180","673,252","2,010","110,878","1,880","125,681",670,30,125,"2,060","66,409","6,220","1,518,636","4,920","109,496",100,25,950,"37,664","2,350","33,922",270,"2,977",0,0,"2,460","59,019","2,460","57,141",870,"1,878","6,780","483,232",70,"3,371","6,530","175,255",240,"1,125","6,450","38,323","6,740","66,698","6,770","67,870","4,770","3,283","5,080","94,744",130,"2,120",650,266,"1,510","18,859","6,550","259,226",720,"36,994","5,870","188,046","9,230","5,496,058","9,230","1,385,638",150,"3,279",20,110,"4,740","18,004","4,010","8,539",470,300,0,0,0,0,90,91,130,158,"3,530","38,954",0,0,20,122,"9,120","1,366,510",0,0,0,0,0,0,0,0,0,0,"9,230","1,367,633","9,230","1,462,757","6,050","17,695","8,110","35,240","5,170","244,871","4,030","145,289","2,070","56,163","2,230","89,126"
AL,10,"4,140",440,"3,570",60,"3,900",160,"3,940",470,"11,460",0,0,0,0,0,0,"1,850","10,747,840","4,140","10,809,539","3,490","2,568,707","4,050","289,548","3,530","551,855","3,440","440,254",410,"4,487","1,410","167,504","3,680","3,136,763",850,"60,047",800,"52,824",390,0,0,"1,000","32,553","3,480","3,560,365","2,390","61,699",20,6,390,"15,827","1,280","18,068",110,"1,199",0,0,740,"17,456",740,"16,877",270,579,"3,400","908,932",20,"1,505","3,270","299,970",120,424,"3,180","34,035","3,390","33,580","3,400","34,374","2,150","1,838","1,960","39,654",70,"1,001",260,112,"1,260","55,784","3,330","691,753",710,"84,725","3,180","532,689","4,140","9,288,229","4,140","2,669,063",590,"10,309",0,0,"2,680","97,253","2,400","65,986",110,69,0,0,0,0,0,0,30,106,"1,660","27,208",0,0,0,0,"4,090","2,674,820",0,0,0,0,0,0,0,0,0,0,"4,140","2,571,810","4,140","2,724,534","2,600","20,055","3,790","97,743","2,080","414,478","2,040","360,446",630,"64,941","1,560","295,505"
AK,0,"356,570","184,270","125,130","37,600","316,370","17,940","140,950","226,790","655,380","10,980","6,680",70,"4,240","2,180","50,760","78,500","26,061,879","355,190","26,353,757","295,420","18,053,515","95,330","212,109","76,280","474,195","63,040","335,715",910,"1,276","58,180","814,781","52,440","1,088,831","28,410","692,272","64,160","2,317,707","1,400","16,490","53,981","42,310","675,103","19,500","1,429,233","83,610","291,878","7,440","1,951","2,160","48,408","7,520","61,755","5,240","25,715","26,070","27,269","326,540","5,465,989","326,540","5,374,320","48,100","91,669","25,560","820,207","5,330","114,528","6,820","16,054","6,480","8,740","22,510","139,672","22,980","134,513","24,020","140,872","4,610","2,577","20,350","267,235",650,"4,377","2,040","1,522","1,150","16,044","18,330","222,238","1,500","42,553","53,220","366,265","304,200","20,167,871","306,730","3,406,750",270,"3,738","3,990","7,881","129,770","282,607","18,690","18,142","12,570","8,028","16,200","15,925","20,240","3,883","90,560","221,701","2,690","4,285","44,620","159,132","8,390","84,091","9,320","92,814","330,690","3,850,051","46,730","97,413","41,030","87,721","36,460","69,241","12,160","10,299","2,770","3,190","270,070","3,124,144","284,110","3,346,807","7,950","10,113","9,800","29,457","84,030","409,384","260,470","907,653","253,980","771,383","8,200","136,268"
AK,1,"4,420","2,880","1,180",160,"2,520",640,"2,310","1,120","6,450",10,10,0,0,0,80,"1,730","-444,191","3,050","-436,599","1,030","48,135","1,320","8,232",820,"5,719",680,"3,731",0,0,"1,800","-118,547",960,"15,602",270,"4,725",490,"9,779",110,50,159,0,0,830,"-144,624",930,"7,592",60,15,0,0,210,"1,706",40,198,160,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,203,10,168,20,7,170,39,10,0,0,0,10,3,20,4,140,30,0,0,450,"1,298",200,"2,659",210,"2,770","1,690","18,751",290,360,190,265,160,319,100,99,140,181,40,165,570,"1,809",30,41,0,0,330,902,"1,520","17,753","1,390","11,491",160,"6,262"
AK,2,"47,220","40,940","2,300","3,090","39,540","3,690","15,050","21,020","39,100","4,050","3,020",0,"1,030",970,"3,870","6,670","218,788","47,210","223,591","29,720","140,642","5,380","2,544","6,560","8,238","5,070","5,152",40,48,"4,920","10,983","2,410","2,061",810,"3,119","1,950","9,303",50,"1,390","2,848",100,416,420,"-3,266","5,030","4,803",50,12,20,361,280,805,80,229,630,578,"46,870","453,696","46,870","445,199","4,770","8,497",330,"7,334",220,"3,935",40,56,80,71,180,928,200,849,230,985,20,5,170,"1,766",0,0,10,1,20,18,140,231,10,266,850,134,"15,760","18,243","17,130","1,794",0,0,90,24,"1,850",152,360,6,10,1,130,18,40,3,"1,320",123,0,0,"3,940","2,581",480,"5,075",510,"5,189","31,870","25,205","11,930","9,459","10,640","8,638","2,790","1,532",990,865,270,246,"15,630","1,642","19,240","4,380",0,0,0,0,"12,430","2,223","27,380","23,039","27,190","22,301",230,738
AK,3,"55,650","40,590","5,540","7,880","49,670","2,610","18,440","42,380","77,390","2,490","1,430",20,"1,040",750,"11,300","8,720","969,211","55,650","981,599","47,240","750,011","6,660","6,099","6,770","12,203","4,890","6,937",50,59,"8,040","55,889","3,220","8,197","1,970","14,884","5,470","58,799",80,"3,710","10,364","2,940","6,138",820,395,"9,640","12,388",190,40,40,221,500,"1,467",430,"1,254","2,150","1,764","54,970","786,758","54,970","775,810","6,070","10,948",680,"16,402",410,"7,883",90,65,150,96,440,"1,914",480,"1,756",540,"2,053",90,59,370,"4,111",10,93,20,10,10,95,370,"1,149",40,655,"3,810","2,802","39,800","228,584","41,240","23,182",0,0,270,94,"14,660","4,564",490,24,420,129,"2,820","1,473","5,100",876,"6,400","2,025",60,19,"6,780","10,852","1,510","14,661","1,540","14,490","52,170","134,710","16,610","47,837","14,310","43,677","10,320","16,911","2,480","2,095",760,738,"31,300","18,618","35,740","30,040",20,11,0,0,"5,570","6,751","48,630","111,346","48,360","110,399",360,947
AK,4,"79,930","48,650","14,880","13,290","72,490","3,150","27,330","61,970","137,070","2,380","1,200",20,"1,160",440,"17,300","12,530","2,927,513","79,930","2,957,301","71,170","2,408,764","11,980","10,688","10,740","23,045","7,980","13,497",120,136,"10,300","110,314","5,780","14,484","3,350","36,434","9,560","174,989",140,"4,400","14,336","7,910","54,716","1,730","10,674","16,820","29,788",690,166,140,"1,209",910,"3,091","1,120","3,943","7,030","6,600","77,700","1,215,765","77,700","1,201,518","7,770","14,247","2,220","50,926",970,"17,807",440,423,530,526,"1,660","7,097","1,750","6,880","1,920","7,574",340,279,"1,540","15,485",50,315,110,100,30,53,"1,280","6,189",110,"1,848","8,670","15,915","79,510","1,645,374","79,170","180,336",10,126,"1,550",982,"33,350","40,079","1,580",161,"2,380","1,439","5,070","5,042","11,730","2,413","21,640","30,712",280,168,"8,050","21,173","3,650","32,216","3,720","33,419","77,860","329,040","17,050","39,309","15,200","34,788","16,220","34,895","3,100","2,510","1,030","1,132","61,430","140,257","64,770","163,263",0,0,0,0,"11,570","19,821","68,070","185,359","67,580","182,919",680,"2,440"
AK,5,"51,900","25,380","17,870","6,830","46,490","2,190","20,190","36,580","102,380","1,150",570,30,560,20,"8,550","12,180","3,200,013","51,900","3,233,209","44,820","2,481,402","13,540","14,814","10,290","28,604","8,250","17,907",130,142,"8,120","98,858","6,550","27,080","4,110","57,122","10,460","299,186",170,"2,680","9,893","8,040","113,819","1,920","17,922","14,550","33,196","1,580",386,180,"1,861",820,"3,678","1,110","4,986","6,360","7,304","48,340","851,298","48,340","836,982","7,700","14,316","3,550","84,929","1,080","21,471",780,714,850,864,"3,000","12,835","3,090","13,333","3,280","14,260",620,297,"2,760","28,601",90,594,210,262,70,209,"2,160","12,526",180,"4,281","7,670","20,508","51,780","2,242,935","51,710","278,241",0,0,"1,040","1,580","21,200","49,542","2,110",257,"1,960","1,177","2,920","3,181","3,360",587,"16,480","43,545",420,387,"6,110","19,638","1,750","18,776","1,920","20,543","50,940","343,001",850,448,690,353,"5,370","11,820","1,720","1,460",400,594,"46,160","228,699","47,660","250,964",20,29,0,0,"11,450","27,414","40,320","119,113","39,710","116,001",800,"3,112"
AK,6,"36,490","12,860","19,450","3,250","32,710","1,630","15,920","23,710","81,890",490,240,0,250,0,"4,570","10,560","3,164,949","36,490","3,192,824","31,150","2,337,281","13,050","16,871","9,270","32,146","7,720","20,935",120,185,"6,680","93,084","6,600","32,719","4,240","74,805","9,730","355,328",180,"1,770","6,766","7,210","132,759","1,990","30,964","10,050","27,875","1,290",330,190,"2,140",850,"5,020",690,"3,686","3,590","3,804","32,790","655,570","32,790","642,307","6,810","13,263","3,700","93,260",850,"18,568",890,873,930,938,"3,260","15,441","3,320","15,772","3,490","16,547",680,421,"3,050","33,503",100,645,230,150,70,301,"2,330","15,614",170,"4,698","6,970","22,729","36,430","2,392,531","36,400","323,651",10,63,520,"1,666","15,880","46,451","2,420",344,"1,720","1,142","2,180","2,333",0,0,"12,890","41,471",430,490,"4,970","18,017",610,"7,817",810,"9,722","35,970","360,040",0,0,0,0,"1,290","2,869","1,260","1,042",120,210,"35,020","277,201","35,480","297,897",20,9,0,0,"9,910","30,722","26,520","92,488","25,810","88,755",910,"3,733"
AK,7,"61,730","10,750","47,510","2,690","55,520","2,990","29,260","33,700","160,020",400,200,0,200,0,"4,730","19,050","8,463,352","61,730","8,538,857","53,650","6,105,069","29,170","47,622","20,910","107,769","18,300","73,602",290,404,"13,240","243,627","16,630","164,650","9,590","274,959","20,030","967,682",430,"2,250","8,569","12,310","266,261","5,670","144,138","19,940","75,505","2,970",847,700,"12,109","1,810","14,199","1,420","8,019","6,150","7,008","53,200","1,204,023","53,200","1,180,534","11,620","23,489","8,530","259,381","1,460","33,281","2,320","3,310","2,350","3,174","7,780","43,992","7,860","46,245","8,160","48,267","1,700",876,"7,160","93,473",210,"1,345",680,521,260,"1,510","6,380","64,589",520,"15,055","15,940","75,834","61,700","6,920,559","61,670","1,065,803",40,190,430,"2,813","31,690","97,115","6,590","1,804","4,680","3,228","3,080","3,875",0,0,"25,420","84,086","1,070","1,677","9,870","43,987",210,"2,887",530,"5,944","61,180","1,088,261",0,0,0,0,320,895,"2,500","2,228",40,89,"61,300","968,688","61,440","1,021,653",540,122,160,58,"23,080","104,091","38,560","169,497","36,730","154,196","2,380","15,301"
AK,8,"16,510","1,880","14,140",360,"14,910",910,"10,160","5,830","43,820",30,10,0,20,0,380,"5,970","4,568,508","16,510","4,629,108","14,330","2,827,501","11,700","46,145","8,830","116,223","8,170","84,552",140,215,"4,300","214,327","8,160","255,798","3,540","185,599","5,810","401,902",180,260,"1,046","3,280","85,082","4,290","377,747","5,270","60,600",570,149,670,"18,257","1,400","17,499",270,"2,461",0,0,"11,400","269,340","11,400","263,214","2,990","6,126","5,100","201,183",330,"10,691","1,760","4,403","1,290","2,442","4,790","38,241","4,870","36,896","4,980","38,100",970,518,"4,260","69,272",160,"1,047",580,394,390,"3,458","4,350","65,164",320,"11,470","7,500","96,547","16,500","3,999,854","16,490","781,786",80,644,70,715,"9,460","28,826","3,860","4,062","1,260",816,0,0,0,0,"6,260","19,659",370,"1,061","3,610","29,381",0,0,70,737,"16,340","788,764",0,0,0,0,0,0,0,0,0,0,"16,480","752,959","16,490","799,675","5,670","3,924","7,240","7,266","8,360","100,696","8,090","88,498","6,590","58,332","1,820","30,165"
AK,9,"1,970",240,"1,650",50,"1,810",100,"1,630",360,"5,290",0,0,0,0,0,0,780,"1,313,861","1,970","1,337,784","1,680","601,045","1,810","20,819","1,480","55,125","1,410","42,540",30,87,570,"67,374","1,480","145,920",410,"27,805",510,"33,778",50,0,0,380,"11,399","1,190","328,775",940,"23,923",30,6,160,"7,036",450,"8,095",60,709,0,0,980,"23,076",980,"22,468",300,609,980,"55,357",20,892,350,"2,468",210,435,950,"10,875",960,"8,539",970,"8,744",140,70,770,"14,850",40,338,140,59,170,"3,074",890,"24,871",90,"3,111","1,250","42,614","1,970","1,191,325","1,970","304,150",40,780,0,0,"1,040","7,994",870,"5,926",110,79,0,0,0,0,30,50,40,240,590,"7,308",0,0,0,0,"1,940","299,937",0,0,0,0,0,0,0,0,0,0,"1,970","296,156","1,970","314,696","1,200","3,183","1,710","7,386","1,040","51,431",920,"35,993",460,"12,495",530,"23,498"
AK,10,750,90,620,20,700,30,680,120,"1,980",0,0,0,0,0,0,320,"1,679,875",750,"1,696,083",640,"353,665",720,"38,275",600,"85,123",580,"66,862",0,0,200,"38,872",640,"422,320",130,"12,820",150,"6,961",20,0,0,150,"4,513",630,"666,508",460,"16,208",0,0,70,"5,214",300,"6,195",20,230,0,0,280,"6,463",280,"6,288",90,174,470,"51,435",0,0,160,"3,742",90,194,450,"8,349",450,"4,243",460,"4,342",60,52,290,"6,174",0,0,70,25,150,"7,326",440,"31,905",70,"1,169",570,"89,182",750,"1,528,466",750,"447,604",80,"1,767",0,0,460,"7,845",400,"5,558",20,17,0,0,0,0,0,0,20,243,250,"4,897",0,0,0,0,740,"462,342",0,0,0,0,0,0,0,0,0,0,750,"439,759",750,"462,430",460,"2,794",690,"14,747",290,"65,333",450,"64,567",160,"14,494",330,"50,072"
AZ,0,"3,288,740","1,594,740","1,149,010","491,200","2,940,270","145,840","1,487,790","2,075,230","6,283,160","67,560","34,180","3,820","29,560","9,740","460,320","856,830","225,170,677","3,268,640","227,716,119","2,651,520","152,672,247","806,650","2,497,568","542,630","5,725,467","497,560","4,133,128","115,820","145,665","538,150","6,411,620","516,580","15,607,745","358,240","7,967,962","641,050","17,551,395","8,580","56,000","222,760","508,520","8,369,748","173,940","12,431,220","778,890","2,545,442","66,620","16,833","13,980","348,510","76,650","550,872","43,350","216,945","261,360","274,167","2,891,770","50,134,745","2,891,770","49,089,110","527,480","1,045,635","342,080","12,200,473","122,680","1,923,977","264,900","2,484,566","70,420","152,758","304,290","1,215,724","330,850","2,199,956","340,190","2,271,742","216,590","161,546","273,920","3,531,796","7,070","54,301","24,040","26,803","17,730","340,593","289,680","3,081,872","22,830","868,059","437,770","2,933,495","2,622,690","168,764,593","2,612,330","29,099,553","2,900","40,960","35,840","60,534","1,246,030","2,546,388","170,570","229,108","116,290","66,185","172,750","164,203","227,720","41,831","852,860","1,767,169","48,890","125,385","394,050","1,174,341","68,160","561,489","76,940","615,263","3,063,090","32,457,486","595,320","1,489,014","527,980","1,309,423","470,330","884,470","143,660","115,410","28,100","28,826","2,199,920","26,553,192","2,398,570","28,446,226","71,320","128,756","85,810","415,224","766,500","4,036,092","2,387,540","8,002,257","2,332,190","6,610,100","70,390","1,392,156"
AZ,1,"54,780","35,850","15,440","1,950","32,660","8,270","27,230","13,340","78,030",340,160,0,180,0,"1,320","26,630","-5,174,182","34,830","-5,120,860","9,620","369,979","14,290","140,516","8,800","124,915","7,820","79,120",760,"1,723","18,510","-329,304","13,810","442,719","3,740","59,411","5,150","68,749",860,230,960,50,213,"8,410","-1,268,482","9,810","53,322",200,46,80,"1,975","2,420","12,936",230,"1,165","2,040","2,410",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,820,"2,927",100,"2,646",640,225,140,159,20,3,0,0,20,20,10,10,70,69,0,0,"5,160","13,838","3,230","32,550","3,420","31,538","18,470","141,704","3,490","3,590","2,250","2,340","1,410","2,905","1,900","1,696","2,290","2,952",740,"2,768","6,700","19,419",240,438,0,0,"4,170","9,378","16,680","131,485","15,720","79,960","1,200","51,524"
AZ,2,"356,850","289,470","35,350","27,680","308,750","19,590","131,390","206,740","372,010","16,960","8,280",220,"8,460","2,870","34,600","85,450","1,861,802","356,690","1,918,939","248,380","1,453,944","48,320","33,847","28,570","45,631","25,080","25,607","1,500",880,"61,060","186,049","26,000","9,220","19,970","83,768","37,980","173,509",480,"2,880","9,701","1,250","4,022","4,630","-16,817","57,620","57,137",630,134,110,612,"3,640","11,411",670,"2,178","5,940","5,037","351,630","4,345,096","351,630","4,220,416","66,640","124,680","5,170","113,487","4,160","62,288","1,250","2,606","3,020","2,227","3,460","10,597","4,580","13,793","4,870","14,815","1,960","1,029","2,780","28,506",70,479,190,146,210,566,"3,080","4,212",220,"1,008",720,196,"6,340","13,469","6,230","1,868",0,0,"1,920",806,"1,110",189,620,21,10,3,120,36,60,19,190,85,30,10,"47,800","35,630","7,490","64,012","7,810","62,669","278,980","253,773","118,890","116,741","100,630","102,074","30,320","20,864","12,310","10,109","4,330","3,935","5,780","1,679","56,970","38,541",10,18,0,0,"35,070","17,847","259,120","232,979","257,970","229,732","1,510","3,247"
