STATE,AGI_STUB,N1,MARS1,MARS2,MARS4,PREP,N2,NUMDEP,TOTAL_VITA,VITA,MVITA,TCE,VITA_EIC,RAL,RAC,ELDERLY,A00100,N02650,A02650,N00200,A00200,N00300,A00300,N00600,A00600,N00650,A00650,N00700,A00700,N00900,A00900,N01000,A01000,N01400,A01400,N01700,A01700,SCHF,N02300,A02300,N02500,A02500,N26270,A26270,N02900,A02900,N03220,A03220,N03300,A03300,N03270,A03270,N03150,A03150,N03210,A03210,N03230,A03230,N03240,A03240,N04470,A04470,N17000,A17000,N18425,A18425,N18450,A18450,N18500,A18500,N18300,A18300,N18800,A18800,N19300,A19300,N19500,A19500,N19530,A19530,N19550,A19550,N19570,A19570,N19700,A19700,N20800,A20800,N21020,A21020,N04800,A04800,N05800,A05800,N09600,A09600,N05780,A05780,N07100,A07100,N07300,A07300,N07180,A07180,N07230,A07230,N07240,A07240,N07220,A07220,N07260,A07260,N09400,A09400,N85770,A85770,N85775,A85775,N09750,A09750,N10600,A10600,N59660,A59660,N59720,A59720,N11070,A11070,N10960,A10960,N11560,A11560,N06500,A06500,N10300,A10300,N85530,A85530,N85300,A85300,N11901,A11901,N11902,A11902
WA,0,"3,489,080","1,675,770","1,388,370","377,680","1,435,070","6,779,310","2,086,300","81,630","27,630","4,120","49,880","7,510","28,490","365,420","846,390","276,796,382","3,475,530","280,686,722","2,893,540","190,296,344","1,122,170","2,601,954","731,230","8,283,691","682,730","6,825,859","66,120","135,399","478,010","8,361,655","675,760","24,072,624","348,720","6,620,352","640,370","16,610,953","23,720","160,210","825,729","494,370","7,490,675","213,790","15,809,007","860,830","3,890,340","69,780","17,815","24,420","534,189","113,040","788,805","68,430","341,079","300,230","311,725","42,990","93,549","22,170","476,733","1,075,710","29,235,617","212,870","2,327,981","89,740","954,613","829,440","2,332,263","978,320","4,809,510","1,062,600","8,313,279","440,140","149,256","864,410","8,801,725","36,820","171,698","99,960","69,088","115,090","220,099","34,360","342,001","855,110","7,166,481","231,770","2,123,664","37,670","659,518","2,868,990","208,748,001","2,855,830","42,193,265","73,680","364,152","60,190","60,153","1,084,670","1,633,520","228,100","422,727","132,840","73,448","199,470","204,193","169,600","30,295","526,550","674,459","52,630","42,190","380,100","1,359,467","82,640","262,054","103,360","304,809","108,850","78,884","3,309,370","48,309,827","452,140","965,723","378,660","840,469","313,670","433,320","171,340","143,454","35,160","34,399","2,636,660","41,033,061","2,768,510","43,159,354","104,210","180,064","114,290","831,143","728,930","4,605,445","2,565,950","8,065,624"
WA,1,"46,400","29,140","14,310","1,820","25,910","68,000","9,860",590,280,10,300,10,0,"1,190","22,520","-4,241,989","32,860","-4,180,597","10,520","363,782","14,990","87,571","10,570","102,662","9,650","70,348",280,"2,445","13,750","-196,864","15,010","238,661","3,410","57,037","5,100","66,334","2,140",350,"2,030",60,366,"7,740","-742,521","10,810","61,392",170,41,60,"1,161","2,620","13,724",280,"1,514","2,180","2,435","2,430","8,641",400,"13,519",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,780,"2,490",110,"2,251",590,183,160,320,30,5,0,0,30,13,10,9,60,44,0,0,"4,970","13,230","3,280","16,758","3,480","14,356",50,39,"19,370","128,393","3,960","3,762","2,670","2,536","1,420","2,249","2,290","2,029","2,360","3,165",670,"2,192","6,360","17,843",210,407,50,"1,032","3,670","7,594","16,500","100,856"
WA,2,"396,040","331,040","32,280","28,780","128,290","364,390","71,070","16,830","5,890",300,"10,640","2,720","2,770","31,600","74,420","2,050,558","396,030","2,124,569","300,510","1,699,695","63,670","31,258","40,330","64,239","36,520","40,443",850,663,"45,500","162,694","35,240","9,317","18,310","74,667","35,580","172,757","1,230","6,060","19,744",800,"3,105","5,830","-10,311","54,250","74,011",600,124,120,554,"4,340","12,895",940,"2,905","8,400","6,881","8,290","25,044",320,905,"17,600","308,174","12,690","128,180",630,"1,452","12,420","11,433","13,150","47,439","16,280","62,378","4,590","1,504","9,880","75,906",350,"1,824",900,414,"1,240","2,442",390,579,"10,220","12,191","7,420","20,796",510,"3,459","45,590","84,734","45,070","9,537",80,124,"2,640",829,"3,300",368,"1,900",88,0,0,750,183,80,20,180,48,50,9,"37,870","29,391","8,810","35,736","9,110","32,579",300,138,"331,810","493,607","114,750","112,229","100,840","100,398","30,010","18,504","16,620","13,496","5,240","4,779","43,840","9,170","84,140","40,682",20,17,30,237,"31,030","14,917","312,080","263,420"
WA,3,"611,900","412,080","86,100","105,350","221,810","937,490","279,970","24,330","8,520",740,"15,070","2,690","10,990","88,810","130,510","10,671,791","611,900","10,839,611","486,760","8,229,423","98,510","77,644","57,320","155,907","51,850","96,611","2,100","1,843","74,820","671,107","50,300","59,912","42,110","308,392","91,140","1,049,829","2,160","30,200","120,890","49,890","89,521","11,600","29,156","105,440","167,820","2,750",597,540,"3,229","9,800","32,040","4,590","14,840","31,410","25,901","4,280","10,369",670,"1,336","49,810","868,553","32,030","325,441","2,140","4,317","37,640","39,754","38,470","130,755","47,530","182,481","14,000","5,919","28,570","202,045","1,050","5,140","2,420","1,077","4,350","7,833",850,"1,230","32,800","69,616","13,780","60,366","1,590","11,730","427,800","2,878,455","423,440","305,165",300,303,"10,600","4,012","119,110","42,435","7,240",449,"5,360","1,492","40,430","23,386","41,870","6,863","29,540","9,686","1,000",248,"64,120","113,559","27,440","86,534","27,010","80,528","30,600","15,222","566,570","1,532,283","175,010","525,741","148,560","471,853","125,430","171,149","35,470","28,043","14,250","12,108","354,250","262,731","401,250","395,304",40,70,50,213,"66,330","68,560","518,480","1,192,276"
WA,4,"820,510","463,620","199,910","141,260","307,580","1,518,800","504,080","24,840","9,620","1,340","13,890","2,060","10,950","122,390","165,920","29,928,691","820,510","30,319,554","700,410","24,310,458","166,310","131,697","91,490","284,566","83,690","187,179","5,930","4,963","86,820","1,013,017","81,090","167,333","60,540","624,432","128,030","2,348,455","3,510","44,800","218,597","123,960","873,338","21,040","158,331","178,560","390,863","8,750","2,028","1,400","11,825","16,540","69,564","14,300","55,962","86,410","87,844","4,180","8,114","1,510","4,382","134,500","2,287,751","52,500","514,783","8,640","19,520","98,630","140,885","110,850","373,791","130,700","556,627","45,340","17,021","92,960","665,267","3,640","16,669","7,720","6,212","23,620","43,569","1,710","2,927","92,740","230,031","33,450","217,778","3,980","31,006","786,540","15,957,882","781,540","1,989,695","1,290","2,250","26,550","19,052","299,540","247,236","23,150","2,675","25,630","13,748","55,430","52,362","97,020","18,254","167,540","154,674","6,080","2,356","67,840","183,836","33,830","97,467","39,920","112,334","45,790","26,534","798,160","3,465,476","155,290","322,897","124,250","264,854","128,680","197,842","35,880","28,289","10,990","11,314","663,410","1,742,463","693,310","1,961,197",110,129,80,299,"123,840","197,555","682,060","1,666,179"
WA,5,"513,620","224,890","225,140","54,440","214,670","1,077,350","339,000","9,450","2,580",810,"6,050",30,"2,710","58,490","139,800","31,644,387","513,620","32,058,189","433,360","24,392,247","167,470","152,034","97,280","366,244","89,920","253,578","9,520","9,188","65,510","877,526","85,360","287,319","59,090","827,295","113,340","2,904,428","3,430","30,490","170,536","105,590","1,630,017","23,080","275,056","146,370","413,802","13,300","3,201","1,810","19,742","14,740","79,303","13,820","62,253","69,600","76,960","6,830","12,139","1,920","6,568","176,760","3,206,185","44,940","462,447","13,190","39,924","130,190","234,866","156,420","550,053","174,050","855,169","66,380","21,559","138,370","1,087,520","5,360","24,515","12,590","9,681","37,750","74,317","2,380","3,903","129,080","361,013","41,220","278,809","5,470","45,225","510,370","20,842,872","508,410","2,976,281",500,"1,488","11,740","17,259","197,640","275,447","29,850","5,185","18,860","10,265","32,520","37,514","30,620","5,149","129,570","204,245","9,280","4,961","49,720","160,033","8,160","22,999","14,560","41,515","17,940","15,174","504,350","3,696,175","3,140","1,094","2,340",828,"24,000","36,309","23,040","19,297","2,040","2,652","483,420","2,700,834","490,060","2,889,636",130,113,80,503,"116,170","269,376","384,830","1,031,497"
WA,6,"352,060","100,380","224,670","22,750","154,970","824,030","247,390","3,390",510,460,"2,430",0,750,"31,170","105,780","30,531,710","352,060","30,889,989","299,850","23,080,532","150,410","152,046","90,930","398,753","84,510","288,898","10,860","11,661","52,540","784,593","80,390","374,580","51,340","960,042","90,870","2,811,136","3,080","19,970","112,010","79,420","1,622,741","22,670","367,295","102,460","358,279","12,280","3,111","1,870","22,777","12,160","75,802","10,600","54,508","40,760","45,663","2,270","3,794","2,010","7,582","170,040","3,453,742","31,320","340,993","14,440","59,689","128,250","286,701","156,650","610,702","168,670","988,544","69,340","22,567","141,220","1,249,320","5,840","24,388","14,660","10,596","37,210","79,240","2,610","5,152","133,090","434,683","38,000","262,007","5,500","53,668","351,040","21,753,709","349,920","3,290,316","1,190","2,535","4,250","8,908","146,290","233,377","29,650","7,207","18,530","10,653","27,280","32,250",0,0,"97,810","167,407","9,250","6,538","39,670","141,616",980,"2,194","4,960","12,302","7,250","8,409","347,550","3,797,479",0,0,0,0,"3,240","5,666","18,940","16,329",270,351,"346,090","3,056,940","347,480","3,223,862",210,118,100,299,"90,890","282,783","250,530","797,494"
WA,7,"546,540","92,500","431,800","18,600","254,340","1,416,230","438,020","2,110",210,450,"1,450",0,320,"29,060","154,030","74,358,792","546,540","75,278,351","482,670","57,043,618","302,810","397,779","209,590","1,194,860","197,350","900,382","24,440","34,211","94,590","2,071,060","191,240","1,693,472","83,850","2,359,957","138,390","5,340,464","5,600","23,580","146,040","104,730","2,488,943","58,700","1,755,728","190,000","919,559","27,320","7,546","7,460","124,562","26,330","203,473","19,680","108,465","61,460","66,041","14,730","25,448","5,920","34,786","358,730","8,708,346","35,180","436,860","31,470","202,423","284,430","870,305","340,780","1,666,922","357,350","2,813,766","162,570","52,304","312,020","3,351,680","14,310","56,625","38,360","25,704","10,920","12,698","9,540","23,872","305,210","1,276,554","71,400","540,798","12,870","162,278","545,830","57,767,972","544,870","10,181,875","8,240","22,096","3,160","7,912","228,360","299,667","71,650","34,825","43,160","25,331","43,040","58,485",0,0,"101,780","138,270","19,380","16,209","73,390","336,422",150,366,"3,590","8,965","5,740","9,900","541,560","10,897,194",0,0,0,0,890,"1,601","39,090","35,971",30,30,"543,370","9,882,205","544,070","10,282,504","4,430","1,264","1,490","1,418","193,720","900,913","329,470","1,347,427"
WA,8,"167,810","18,470","144,700","3,870","99,680","474,220","161,770",100,20,20,60,0,0,"2,650","42,950","47,623,236","167,810","48,406,100","150,510","33,620,975","126,360","373,175","106,210","1,288,941","102,440","1,042,762","8,910","22,123","36,180","1,868,544","107,790","3,037,136","25,260","1,120,712","32,840","1,651,869","1,900","4,440","33,053","24,520","636,587","43,750","3,933,248","56,070","782,864","4,380","1,109","8,140","223,960","18,320","194,860","3,330","31,432",0,0,0,0,"5,400","71,749","141,550","4,976,645","3,990","103,146","13,970","195,322","117,060","556,951","136,090","1,002,232","141,330","1,790,006","66,830","22,254","121,060","1,746,230","5,310","30,224","18,980","12,359",0,0,"10,360","49,669","126,840","906,349","22,010","276,834","5,440","155,582","167,660","40,762,038","167,630","9,386,818","54,000","188,734",570,"1,729","68,950","129,653","46,980","81,106","18,440","10,275",0,0,0,0,80,85,"6,540","8,579","32,800","248,592",0,0,650,"1,940","1,000","2,774","166,180","9,379,020",0,0,0,0,0,0,0,0,0,0,"167,490","9,257,206","167,660","9,684,877","76,260","56,678","82,350","84,695","85,220","1,145,365","65,180","522,557"
WA,9,"23,610","2,390","20,490",580,"18,450","68,900","24,810",0,0,0,0,0,0,50,"6,730","15,804,651","23,610","16,111,457","20,220","8,796,267","21,430","196,438","18,500","674,972","18,000","555,190","1,740","11,486","5,690","593,156","19,720","1,972,738","3,370","194,403","3,560","185,918",380,290,"2,406","3,520","93,228","12,100","2,994,820","11,010","306,806",190,47,"2,190","85,487","5,150","66,073",610,"6,239",0,0,0,0,"2,170","66,931","19,240","1,143,796",190,"13,506","2,970","95,655","15,710","116,405","18,690","235,168","19,230","454,093","8,270","3,488","15,380","305,403",680,"7,633","3,180","2,185",0,0,"3,630","38,015","17,960","345,182","3,070","103,286","1,320","76,502","23,590","14,609,221","23,590","4,210,259","6,160","71,623",70,220,"14,050","99,444","11,280","70,068","2,300","1,323",0,0,0,0,0,0,770,"1,898","6,430","74,465",0,0,80,232,120,462,"23,330","4,121,273",0,0,0,0,0,0,0,0,0,0,"23,560","4,110,912","23,590","4,337,553","16,090","51,099","20,400","91,777","13,190","642,585","4,800","150,497"
WA,10,"10,600","1,250","8,970",250,"9,370","29,910","10,360",0,0,0,0,0,0,10,"3,730","38,424,555","10,600","38,839,499","8,740","8,759,347","10,220","1,002,312","9,010","3,752,547","8,800","3,390,468","1,510","36,816","2,610","516,822","9,640","16,232,156","1,440","93,415","1,510","79,763",310,40,423,"1,880","52,829","7,270","7,048,205","5,870","414,944",40,11,830,"40,892","3,040","41,071",290,"2,961",0,0,0,0,"1,860","268,975","7,480","4,282,425",30,"2,625","2,290","336,311","5,120","74,963","7,230","192,448","7,470","610,215","2,820","2,640","4,940","118,354",280,"4,680","1,150",860,0,0,"2,880","216,654","7,160","3,530,862","1,420","362,990",990,"120,068","10,580","34,091,118","10,590","9,840,829","1,820","72,748",20,49,"7,280","305,573","6,370","221,119",550,361,0,0,0,0,0,0,290,"1,392","3,310","58,323",0,0,30,58,60,232,"10,480","10,798,927",0,0,0,0,0,0,0,0,0,0,"10,570","10,008,408","10,590","10,325,896","6,700","70,169","9,660","650,670","4,870","1,075,797","2,020","993,421"
WV,0,"766,740","337,480","321,730","92,860","351,880","1,488,370","440,240","22,880","12,930",120,"9,830","3,200","17,120","120,360","214,960","38,375,305","764,260","38,851,697","628,120","27,909,548","190,730","230,028","102,090","530,414","93,830","437,335","58,940","65,936","90,500","1,120,307","79,480","811,904","72,880","1,012,165","189,730","3,933,194","14,930","47,860","212,100","125,210","1,534,259","26,850","1,326,821","156,460","476,392","17,610","4,524","2,970","69,860","11,560","87,880","10,600","48,672","57,960","59,978","7,080","17,004","1,330","18,054","132,740","2,981,519","23,830","246,677","124,910","962,222","5,550","6,519","115,250","202,182","132,380","1,224,085","87,810","42,479","99,080","661,019","2,440","8,706","2,910","1,851","13,270","18,220","2,730","11,291","95,190","499,148","30,290","287,074","3,100","43,571","567,040","25,411,035","565,970","4,371,585","9,930","46,295","10,650","10,999","206,830","221,945","20,380","5,081","17,420","8,695","34,570","37,109","51,380","9,270","116,290","144,958","11,160","4,604","70,230","201,259","19,080","101,229","21,150","108,537","25,140","17,402","729,770","5,898,004","156,250","362,529","137,010","327,066","93,340","116,989","30,880","26,816","8,490","6,977","518,300","4,152,908","553,160","4,443,052","7,300","10,592","8,140","24,617","103,260","412,203","625,660","1,726,974"
WV,1,"8,670","4,870","3,170",400,"5,220","13,460","1,940",110,80,0,30,0,0,360,"4,470","-412,894","6,190","-406,565","1,940","48,117","2,440","7,077","1,520","7,862","1,380","5,978",240,"1,206","2,970","-60,302","1,910","20,150",640,"6,596","1,300","15,066","1,070",110,546,20,68,"1,200","-108,677","1,650","6,329",30,7,10,139,300,"1,748",40,217,310,348,390,"1,439",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,166,0,0,180,49,10,5,0,0,0,0,0,0,0,0,0,0,0,0,750,"1,523",850,"6,035",880,"5,509",0,0,"4,270","17,223",690,612,470,425,200,309,450,411,610,686,190,162,"1,090","1,989",20,33,10,175,640,819,"3,830","13,331"
WV,2,"121,590","91,260","15,470","13,370","45,970","137,650","33,330","6,240","3,350",10,"2,880","1,250","2,410","17,220","28,820","636,058","121,590","650,679","90,840","479,929","17,630","7,421","7,920","9,568","7,100","6,582",810,424,"11,500","40,494","5,870",783,"5,970","20,603","18,400","92,447","1,220","3,290","8,950",250,"1,054","1,140","-1,606","13,270","14,621",140,33,20,87,630,"1,892",200,654,"1,670","1,350","1,590","4,876",30,73,"1,930","31,711","1,400","15,650",840,"1,956",750,394,"1,190","1,822","1,810","4,531",860,297,860,"5,284",30,86,30,11,110,150,30,35,960,"1,373",750,"2,591",40,626,"9,410","15,998","9,850","1,960",20,124,930,343,390,51,170,5,0,0,80,20,20,5,50,19,20,4,"9,580","7,379","2,650","16,595","2,740","16,225",100,49,"103,990","106,673","42,610","50,358","39,450","46,056","14,310","8,409","3,760","3,163","1,540","1,191","9,710","1,909","20,350","9,672",0,0,0,0,"6,180","2,683","100,030","98,899"
WV,3,"188,570","106,070","42,260","36,500","79,320","322,210","98,230","8,230","4,880",40,"3,310","1,410","8,320","39,520","51,590","3,235,739","188,570","3,268,381","146,530","2,399,078","30,250","20,190","13,150","24,943","11,770","17,836","2,430","1,335","17,800","140,388","9,060","11,192","13,830","85,690","42,700","496,213","2,160","10,970","42,171","18,780","31,691","2,170","2,455","25,110","32,642",590,135,60,356,"1,290","4,496","1,000","3,081","7,460","6,097",900,"2,439",50,85,"5,900","95,227","3,760","38,260","3,650","5,894","1,790","1,311","3,950","5,376","5,780","13,932","3,060","1,045","2,790","16,007",70,262,70,69,430,816,50,68,"3,450","9,940","1,660","9,888",180,"1,599","116,880","730,646","116,410","77,188",0,0,"2,830","1,220","29,680","8,878",930,26,"1,030",289,"6,320","3,457","13,780","2,204","8,610","2,719",600,138,"15,090","24,331","7,020","36,320","7,160","35,716","9,780","5,198","178,310","540,625","69,230","217,501","61,020","200,212","45,580","61,152","6,360","5,197","3,570","2,494","99,750","68,311","114,470","99,495",10,7,0,0,"12,670","10,560","169,260","449,229"
WV,4,"183,970","83,980","66,280","28,210","81,460","356,270","106,410","5,490","3,180",40,"2,260",540,"4,810","34,000","48,860","6,638,102","183,970","6,700,402","155,960","5,168,337","37,820","27,915","18,520","43,685","16,840","32,742","8,030","4,166","17,240","129,119","13,180","25,133","16,100","147,429","44,210","785,136","2,880","14,050","67,274","41,750","265,313","3,310","12,791","35,130","62,300","4,160",996,130,"1,141","1,970","9,100","2,510","9,685","16,640","16,989",780,"1,768",110,258,"17,450","272,254","6,380","63,127","15,530","31,945","1,510","1,566","13,240","16,127","17,390","53,775","9,890","3,397","11,040","58,743",290,"1,152",260,217,"2,900","3,697",130,239,"10,380","33,853","5,120","44,594",440,"3,763","177,400","3,392,959","176,520","412,890",20,37,"4,340","3,352","67,260","52,926","2,870",139,"3,560","1,639","8,930","8,819","27,320","5,431","38,450","35,736","2,450",780,"12,880","27,229","6,870","33,728","7,310","36,077","10,230","6,504","181,170","814,317","42,940","93,791","35,490","80,173","28,980","41,054","5,730","4,824","2,350","2,123","150,040","359,964","157,220","398,162",20,13,10,26,"21,360","28,788","160,330","438,543"
WV,5,"107,060","31,660","63,950","9,190","53,100","241,770","70,780","1,780",940,0,840,0,"1,130","15,340","31,900","6,590,966","107,060","6,649,446","92,960","5,020,487","31,460","27,008","16,270","49,914","14,940","38,864","11,500","6,841","12,960","110,328","12,290","39,207","12,650","159,405","31,530","738,008","2,600","9,750","46,706","26,850","403,436","3,370","24,115","26,970","58,480","3,660",924,180,"1,476","1,380","8,454","2,350","10,415","12,500","13,545",890,"1,755",110,289,"23,200","386,612","5,100","50,248","22,170","71,408",670,"1,033","19,340","25,011","23,160","103,788","14,390","5,114","17,040","93,298",410,"1,690",430,286,"4,170","5,671",190,403,"14,850","52,944","6,780","66,039",490,"4,187","106,700","4,304,636","106,490","592,500",100,150,"1,510","2,826","43,900","60,225","3,410",226,"3,280","1,600","6,620","8,122","10,270","1,630","30,180","46,716","2,610",902,"9,500","23,119","1,460","7,640","2,060","10,647","3,280","2,929","106,110","776,426",790,267,580,200,"3,760","5,127","4,590","4,036",370,414,"102,680","532,278","103,850","564,466",20,21,0,0,"19,960","41,144","85,150","246,645"
WV,6,"67,750","10,920","52,960","3,050","35,160","172,140","51,430",680,330,10,330,0,350,"7,960","20,900","5,858,809","67,750","5,909,774","60,130","4,446,205","24,790","24,177","13,640","50,571","12,560","40,489","10,790","7,625","9,900","101,538","10,530","48,379","9,380","158,520","22,100","632,726","1,910","5,290","25,012","17,210","347,271","3,120","33,349","20,370","50,965","3,560",973,220,"2,423","1,080","7,574","1,830","8,607","9,130","10,478",480,875,140,443,"22,830","431,045","3,420","33,411","22,250","104,434",350,723,"20,400","28,638","22,820","141,958","15,400","6,649","18,230","112,276",380,"1,156",460,293,"4,280","6,822",230,436,"16,170","66,904","5,800","56,692",460,"3,965","67,630","4,185,722","67,530","603,574",240,436,490,"1,543","29,080","47,472","3,110",263,"3,340","1,757","5,900","7,419",0,0,"21,600","36,017","2,150",797,"7,400","20,384",210,806,580,"2,483",990,"1,186","67,370","738,248",0,0,0,0,410,728,"4,000","3,635",50,69,"67,100","556,102","67,260","584,273",20,9,0,0,"13,790","36,212","52,300","183,488"
WV,7,"73,510","7,100","64,090","1,810","39,970","201,160","63,580",360,160,10,190,0,100,"5,640","22,620","9,615,508","73,510","9,719,228","66,250","7,200,366","34,790","48,571","21,990","125,716","20,510","103,839","19,820","18,484","13,230","246,630","17,960","149,243","11,410","292,333","25,020","934,705","2,360","4,090","19,684","16,800","390,718","6,640","173,702","26,970","103,720","4,980","1,337",840,"13,282","2,340","21,648","2,240","12,033","10,260","11,171","2,070","3,852",360,"1,767","46,550","1,033,372","3,470","37,963","45,820","357,365",370,"1,126","43,350","76,409","46,540","457,120","33,580","18,091","38,560","267,475",960,"2,908","1,190",813,"1,390","1,064",830,"2,120","36,400","168,107","8,320","79,777","1,000","9,854","73,430","7,428,152","73,370","1,261,665","1,280","3,114",320,"1,450","31,000","40,657","5,970","1,125","5,250","2,860","6,740","9,272",0,0,"17,410","23,751","2,860","1,264","10,160","44,411",30,105,360,"1,642",650,"1,138","73,070","1,423,460",0,0,0,0,100,210,"6,000","5,550",0,0,"73,240","1,221,008","73,300","1,281,509",350,112,110,352,"21,670","97,643","48,830","216,427"
WV,8,"13,200","1,380","11,470",270,"9,490","36,770","12,110",0,0,0,0,0,0,310,"4,850","3,727,186","13,200","3,819,805","11,470","2,263,936","9,380","31,142","7,240","107,540","6,920","93,057","4,220","9,794","3,930","263,566","6,810","167,680","2,520","120,144","3,970","213,066",590,290,"1,664","3,040","80,687","4,270","423,690","5,460","92,619",460,113,"1,120","32,921","1,890","22,951",330,"3,064",0,0,0,0,330,"3,875","12,540","476,268",290,"7,781","12,340","222,206",100,331,"11,580","34,636","12,540","265,417","9,010","6,246","9,120","86,744",270,"1,077",390,135,0,0,800,"3,022","10,830","92,753","1,580","18,310",350,"8,048","13,190","3,121,542","13,190","733,765","7,360","30,926",40,216,"4,190","4,028","2,840","1,737",850,484,0,0,0,0,0,0,430,409,"3,820","37,104",0,0,50,238,110,334,"13,100","777,834",0,0,0,0,0,0,0,0,0,0,"13,180","729,743","13,190","782,908","5,160","3,954","5,940","6,341","5,880","90,135","5,340","47,971"
WV,9,"1,870",190,"1,620",50,"1,670","5,390","1,900",0,0,0,0,0,0,0,720,"1,245,699","1,870","1,281,181","1,580","599,194","1,650","17,302","1,370","46,719","1,330","41,473",780,"5,268",750,"90,995","1,400","99,430",290,"16,153",390,"20,742",100,20,93,390,"10,226","1,170","300,875","1,160","35,482",30,6,320,"13,100",500,"7,170",70,633,0,0,0,0,130,"3,992","1,810","134,356",10,237,"1,790","80,797",10,35,"1,680","9,054","1,810","91,641","1,270","1,189","1,190","17,265",40,375,70,24,0,0,310,"2,270","1,660","30,844",210,"4,418",90,"6,766","1,870","1,112,296","1,870","326,518",820,"7,545",0,0,960,"1,860",750,481,100,57,0,0,0,0,0,0,40,71,810,"11,075",0,0,0,0,10,64,"1,850","337,011",0,0,0,0,0,0,0,0,0,0,"1,870","324,680","1,870","347,073","1,330","4,024","1,560","6,655",880,"44,384",490,"12,420"
WV,10,550,60,470,0,530,"1,550",530,0,0,0,0,0,0,0,240,"1,240,132",550,"1,259,366",470,"283,899",530,"19,225",470,"63,896",460,"56,475",340,"10,793",240,"57,551",490,"250,707",100,"5,292",110,"5,085",40,0,0,120,"3,795",450,"466,127",380,"19,234",0,0,80,"4,935",190,"2,847",30,283,0,0,0,0,70,"7,272",530,"120,674",0,0,530,"86,217",0,0,490,"5,109",530,"91,923",370,451,260,"3,927",0,0,20,3,0,0,160,"2,698",500,"42,430",70,"4,765",40,"4,763",550,"1,119,084",540,"361,359",90,"3,963",0,0,360,"5,843",330,"1,079",10,9,0,0,0,0,0,0,10,239,250,"4,704",0,0,0,0,0,0,540,"366,187",0,0,0,0,0,0,0,0,0,0,540,"358,751",550,"373,505",370,"2,419",500,"11,068",220,"59,835",120,"20,021"
WI,0,"2,842,790","1,418,420","1,115,870","283,940","1,483,550","5,293,200","1,550,590","67,020","18,850",430,"47,740","6,000","22,140","271,540","746,830","177,941,473","2,835,520","180,805,209","2,364,470","126,766,134","1,007,410","1,283,365","633,330","3,684,129","593,430","2,966,903","585,310","686,019","353,420","4,576,393","541,240","7,995,257","372,720","5,736,662","588,320","12,368,525","56,510","115,440","419,163","433,080","5,965,774","148,380","11,372,574","718,280","2,863,736","65,180","16,329","15,840","281,580","78,410","545,914","59,730","276,666","293,120","308,360","32,390","71,845","24,380","476,162","897,920","20,917,349","189,390","1,898,461","813,100","6,428,362","69,820","57,869","820,170","3,890,433","895,720","10,603,768","78,020","45,161","677,940","4,126,303","18,740","59,123","23,440","10,129","92,310","98,103","20,070","97,473","715,510","3,141,670","163,320","1,143,044","24,730","288,925","2,254,780","125,834,495","2,242,260","23,807,278","65,280","374,428","76,700","69,223","911,120","1,091,480","177,290","110,707","112,940","55,540","176,330","198,953","196,970","36,865","425,970","562,154","61,910","22,025","284,890","839,415","129,950","576,855","144,800","628,436","82,060","52,602","2,680,110","28,033,768","384,470","851,033","324,220","749,029","246,960","333,863","144,810","135,693","53,530","41,200","2,074,890","22,769,342","2,184,350","24,258,517","44,780","83,892","51,840","193,158","534,280","2,317,168","2,137,760","5,604,474"
WI,1,"36,730","22,630","12,160","1,410","25,970","56,630","9,230",370,130,0,240,0,0,700,"18,310","-2,509,268","29,460","-2,458,242","9,890","257,029","13,560","55,523","8,950","47,334","8,170","34,457","1,120","6,480","11,250","-129,598","13,570","203,630","3,840","44,492","5,080","49,340","6,920",260,"1,056",40,232,"5,880","-519,949","9,450","51,026",100,23,40,532,"2,240","11,357",180,645,"1,450","1,541","1,330","4,721","1,580","20,483",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,740,"1,247",50,"1,043",630,184,130,116,20,1,0,0,20,14,0,0,60,39,0,0,"4,900","9,289","5,100","34,742","5,290","31,747",30,18,"17,890","72,815","3,900","4,568","2,480","3,034","1,150","1,788","1,380","1,293","3,860","4,326",640,"1,131","6,050","279,679",110,175,30,139,"3,340","4,954","15,500","55,202"
