STATE,AGI_STUB,N1,MARS1,MARS2,MARS4,PREP,N2,NUMDEP,TOTAL_VITA,VITA,MVITA,TCE,VITA_EIC,RAL,RAC,ELDERLY,A00100,N02650,A02650,N00200,A00200,N00300,A00300,N00600,A00600,N00650,A00650,N00700,A00700,N00900,A00900,N01000,A01000,N01400,A01400,N01700,A01700,SCHF,N02300,A02300,N02500,A02500,N26270,A26270,N02900,A02900,N03220,A03220,N03300,A03300,N03270,A03270,N03150,A03150,N03210,A03210,N03230,A03230,N03240,A03240,N04470,A04470,N17000,A17000,N18425,A18425,N18450,A18450,N18500,A18500,N18300,A18300,N18800,A18800,N19300,A19300,N19500,A19500,N19530,A19530,N19550,A19550,N19570,A19570,N19700,A19700,N20800,A20800,N21020,A21020,N04800,A04800,N05800,A05800,N09600,A09600,N05780,A05780,N07100,A07100,N07300,A07300,N07180,A07180,N07230,A07230,N07240,A07240,N07220,A07220,N07260,A07260,N09400,A09400,N85770,A85770,N85775,A85775,N09750,A09750,N10600,A10600,N59660,A59660,N59720,A59720,N11070,A11070,N10960,A10960,N11560,A11560,N06500,A06500,N10300,A10300,N85530,A85530,N85300,A85300,N11901,A11901,N11902,A11902
MS,8,"22,220","1,870","19,680",450,"17,850","63,080","21,200",0,0,0,0,0,0,410,"8,240","6,297,109","22,220","6,442,450","19,190","3,712,272","16,430","53,455","12,210","156,714","11,730","131,290","10,390","19,244","7,120","378,709","11,710","325,046","4,130","192,446","6,490","402,693","2,670",230,"1,086","5,280","143,670","9,060","898,654","9,870","145,341",790,201,"1,470","42,182","3,790","40,455",760,"7,256",0,0,0,0,960,"12,023","20,620","838,426",700,"14,274","19,060","244,723","1,410","5,215","18,940","75,989","20,610","340,744","15,290","12,172","15,110","147,284",490,"2,114",770,312,0,0,"1,800","8,624","19,050","255,210","3,430","42,214","1,120","40,850","22,190","5,228,960","22,190","1,208,049","9,580","34,555",60,264,"7,610","21,532","5,170","15,567","1,640",980,0,0,0,0,0,0,550,466,"6,810","56,502",0,0,70,328,160,536,"21,780","1,974,399",0,0,0,0,0,0,0,0,0,0,"22,110","1,186,517","22,160","1,267,356","7,850","6,156","10,000","10,192","11,320","205,810","7,990","77,484"
MS,9,"3,420",300,"3,020",60,"3,190","10,070","3,640",0,0,0,0,0,0,0,"1,250","2,293,656","3,420","2,351,100","2,840","1,037,052","3,070","34,267","2,500","74,556","2,430","63,020","1,600","8,458","1,340","138,609","2,550","214,475",570,"29,030",610,"32,541",520,0,0,720,"20,737","2,470","689,448","2,170","57,444",40,11,420,"19,056","1,060","13,522",130,"1,359",0,0,0,0,300,"8,799","3,280","260,307",30,"1,543","3,170","105,036",90,392,"3,030","21,831","3,280","130,388","2,360","2,577","2,070","30,392",70,821,140,67,0,0,660,"7,766","3,110","92,524",340,"9,000",280,"23,478","3,410","2,032,495","3,410","592,400","1,150","10,665",10,52,"1,690","7,594","1,310","3,283",160,106,0,0,0,0,0,0,50,146,"1,520","18,183",0,0,10,58,20,120,"3,340","583,945",0,0,0,0,0,0,0,0,0,0,"3,410","584,847","3,420","622,065","2,260","6,554","2,830","11,206","1,760","99,789",830,"23,472"
MS,10,"1,340",130,"1,150",30,"1,290","3,620","1,130",0,0,0,0,0,0,0,600,"3,530,545","1,340","3,586,028","1,120","679,732","1,290","72,215","1,130","203,412","1,100","173,089",800,"17,378",600,"122,573","1,160","1,047,899",220,"7,652",270,"15,375",230,0,0,340,"10,566","1,160","1,301,910",950,"55,483",0,0,150,"6,870",440,"5,442",70,691,0,0,0,0,230,"32,492","1,290","327,592",0,0,"1,260","145,164",20,56,"1,160","13,833","1,290","160,814",820,"1,120",630,"10,829",30,602,40,19,0,0,470,"14,814","1,240","183,165",160,"11,308",240,"29,025","1,340","3,202,519","1,340","986,103",200,"6,189",0,0,830,"18,347",700,"6,869",30,18,0,0,0,0,0,0,20,92,650,"12,089",0,0,0,0,0,0,"1,320","976,043",0,0,0,0,0,0,0,0,0,0,"1,340","983,422","1,340","1,022,374",840,"6,284","1,180","35,184",590,"183,839",290,"68,483"
MO,0,"2,781,440","1,297,200","1,067,970","361,210","1,431,490","5,308,130","1,644,850","72,910","32,040","1,170","39,700","7,710","40,860","345,310","721,040","165,065,984","2,772,090","167,536,109","2,287,760","116,918,471","792,910","1,354,830","522,640","4,334,806","491,800","3,683,802","434,160","521,267","415,620","4,941,626","453,470","6,526,076","298,400","4,759,259","587,090","12,867,024","94,740","99,310","276,690","406,180","5,272,287","149,660","10,635,897","704,850","2,470,125","69,500","17,744","14,640","309,734","86,380","561,945","44,940","217,274","258,090","275,667","35,840","74,918","17,930","228,699","740,600","18,272,861","171,490","1,767,206","647,260","4,854,252","80,130","101,045","657,500","2,077,844","738,440","7,445,787","583,470","373,366","555,530","3,641,532","13,710","49,148","21,820","10,906","93,740","116,013","19,490","121,412","595,180","3,850,121","175,960","1,417,027","22,500","413,389","2,119,280","115,210,389","2,112,770","22,018,023","55,830","297,652","71,330","61,573","861,860","1,033,656","140,380","78,419","125,050","66,133","165,040","172,461","193,220","34,005","429,570","540,003","46,590","35,375","329,500","940,617","131,600","592,074","145,910","646,247","84,810","59,020","2,613,960","26,827,745","512,640","1,234,618","441,510","1,084,548","334,180","443,270","145,760","127,838","54,750","36,306","1,912,440","21,071,799","2,063,580","22,405,521","44,280","89,038","49,070","219,871","506,840","2,342,586","2,115,590","6,062,932"
MO,1,"40,640","23,140","15,150","1,330","27,810","63,080","9,100",510,290,0,220,10,20,"1,000","21,300","-2,762,090","31,290","-2,725,624","9,340","254,469","13,870","50,341","8,750","58,958","8,020","44,313","1,160","6,135","13,770","-160,293","12,400","125,850","3,610","39,955","6,290","62,398","8,280",330,"1,152",60,265,"6,310","-506,061","9,400","36,466",180,43,60,930,"2,620","12,810",190,843,"1,400","1,558","1,510","5,291",760,"2,647",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950,"1,334",50,"1,040",840,271,150,171,10,1,0,0,20,12,10,7,70,48,0,0,"4,910","10,687","5,530","37,311","5,760","34,951",40,23,"19,050","69,843","3,420","3,398","2,110","2,238","1,130","1,692","1,730","1,608","4,150","3,844",830,"1,163","6,590","13,554",150,220,20,105,"4,050","5,975","16,530","53,154"
MO,2,"425,220","346,240","36,370","37,870","183,690","405,170","88,000","27,950","10,630",110,"17,210","3,410","5,410","45,860","96,680","2,153,572","425,220","2,216,623","311,210","1,695,504","66,770","29,199","39,780","48,767","36,530","32,323","4,000","2,227","49,410","173,249","33,460","13,482","22,280","80,925","51,050","231,989","7,220","5,770","13,336","1,000","4,415","4,750","-7,480","54,680","63,051",640,140,110,547,"5,320","15,890",740,"2,491","5,970","4,991","5,650","17,108",600,586,"14,440","234,012","11,820","128,261","3,840","6,808","8,120","4,333","9,980","22,630","13,850","37,632","8,670","3,536","6,490","34,104",170,793,200,86,"1,080","1,535",250,239,"8,480","11,882","6,030","15,582",350,"2,420","46,490","78,113","46,880","9,048",20,50,"4,210","1,379","2,800",311,"1,510",46,10,4,570,136,120,19,250,81,50,16,"41,860","32,475","18,090","93,344","18,760","91,953",310,157,"347,560","324,941","124,180","146,964","111,000","131,304","40,540","25,636","15,090","12,936","11,120","5,662","45,890","8,739","89,530","42,657",10,12,10,164,"30,450","13,985","328,900","293,728"
MO,3,"609,080","363,090","96,830","137,600","282,350","1,001,580","332,500","21,350","10,080",280,"10,980","2,850","20,500","120,070","138,020","10,481,814","609,080","10,641,990","486,930","8,110,649","94,050","68,486","56,270","117,210","51,920","80,158","13,120","6,724","85,010","652,528","46,580","67,346","46,780","323,130","106,040","1,117,100","13,290","24,500","69,975","51,890","92,092","9,940","22,124","109,670","160,176","3,700",843,320,"1,793","11,220","35,929","3,890","12,872","27,610","23,934","4,320","10,625","1,220","1,678","40,220","643,662","28,950","289,823","17,550","22,749","19,390","13,125","28,580","62,082","39,510","110,138","26,360","11,141","19,140","96,224",510,"2,029",530,252,"3,710","4,686",580,750,"27,550","71,928","11,660","58,181","1,100","7,237","394,580","2,534,640","393,330","271,423",80,65,"22,880","7,600","120,770","39,513","5,760",204,"7,290","2,278","32,020","18,056","49,730","7,930","32,400","10,458","1,610",393,"71,180","116,810","55,860","239,290","57,240","241,210","28,610","15,336","570,430","1,748,572","223,480","742,216","197,260","669,847","159,160","219,045","33,760","28,347","24,850","13,659","322,720","231,926","383,120","368,377",40,31,20,32,"59,600","57,212","526,850","1,429,079"
MO,4,"677,330","341,380","189,760","124,780","328,610","1,266,060","401,660","15,550","7,970",320,"7,260","1,430","12,230","107,560","152,460","24,471,090","677,330","24,790,946","584,090","19,801,475","141,250","106,007","84,720","211,937","78,980","152,113","54,140","28,658","82,300","695,239","70,450","151,358","60,390","589,298","132,010","2,188,942","19,450","28,890","80,609","121,360","801,094","17,740","109,281","162,650","319,856","16,240","3,891",870,"6,311","15,780","69,049","10,890","42,235","77,780","81,962","4,680","9,169","2,140","4,012","110,750","1,675,486","46,350","434,576","84,120","140,377","23,640","24,904","86,650","177,326","110,240","380,879","77,070","35,311","71,720","350,565","1,780","6,456","2,140","1,437","23,030","27,473","1,080","1,647","77,080","235,288","30,650","211,393","2,800","21,246","652,050","12,783,568","647,940","1,574,021",90,248,"29,280","20,473","271,410","220,040","18,530",937,"27,900","14,822","46,750","45,820","108,470","20,363","145,130","133,221","8,840","3,462","62,140","141,772","42,270","179,031","46,300","198,858","38,190","24,291","660,440","2,851,739","158,680","341,060","129,140","280,459","113,920","168,945","31,280","26,347","12,460","10,706","540,300","1,353,983","573,930","1,531,999",80,74,30,223,"103,860","154,398","563,070","1,453,936"
MO,5,"383,520","133,650","203,470","36,530","213,840","835,760","248,940","4,690","1,910",210,"2,570",10,"2,080","38,810","111,540","23,591,641","383,520","23,889,280","328,250","17,968,393","128,850","112,972","80,410","265,746","75,390","197,359","79,800","54,034","58,490","551,004","67,470","218,267","51,340","675,937","102,970","2,450,855","16,290","18,220","49,813","88,440","1,297,025","18,630","168,482","121,020","297,639","14,260","3,724","1,040","9,652","11,920","66,341","9,550","43,771","58,930","66,112","5,340","9,790","2,210","4,593","130,790","2,170,763","35,580","345,478","114,890","307,314","14,160","20,968","113,500","251,356","130,580","631,246","98,850","46,942","97,780","513,174","2,310","7,592","3,100","1,839","29,370","37,342","1,540","2,649","97,400","330,137","35,590","269,114","3,480","27,640","381,530","15,343,622","380,240","2,127,917",360,583,"9,280","15,729","163,540","228,374","22,060","1,657","23,650","12,546","29,500","35,026","34,890","5,686","104,530","164,042","9,910","5,587","44,410","114,365","8,340","37,841","12,190","55,577","11,550","10,127","377,410","2,633,097","2,880",980,"2,010",700,"16,930","23,830","19,790","17,556","1,920","2,129","362,510","1,899,544","368,750","2,039,035",70,78,40,82,"90,510","199,407","284,820","768,351"
MO,6,"245,860","47,710","181,910","12,680","143,440","615,070","187,360","1,710",670,130,920,0,470,"17,530","77,470","21,285,274","245,860","21,529,037","212,890","15,880,771","106,530","109,067","69,540","271,610","65,530","208,311","78,590","62,864","42,440","458,796","58,380","251,376","40,990","730,002","74,820","2,215,481","11,760","10,720","29,755","60,320","1,163,402","17,410","228,888","84,690","243,763","13,160","3,535","1,160","11,865","8,650","55,910","7,180","36,894","38,780","45,663","2,640","3,940","1,890","4,505","119,800","2,268,296","23,240","236,327","111,220","421,022","7,530","15,086","110,240","280,165","119,720","775,501","96,800","54,339","96,370","575,704","2,170","6,943","3,410","1,881","27,970","38,693","1,770","2,877","96,460","367,291","30,220","227,585","3,340","31,381","245,320","15,009,023","244,600","2,176,457",780,"1,387","2,890","8,234","112,920","188,334","20,250","1,997","22,580","12,750","24,710","29,949",0,0,"76,620","132,791","8,640","6,169","32,340","94,381","1,320","4,505","3,440","14,157","3,580","4,079","243,050","2,502,671",0,0,0,0,"1,990","3,202","16,360","14,764",230,276,"242,240","1,988,123","243,190","2,102,837",80,70,20,26,"64,440","183,238","174,670","557,788"
MO,7,"309,570","33,700","264,950","8,590","184,500","856,620","282,180","1,100",470,120,510,0,150,"13,460","94,070","41,263,160","309,570","41,779,853","275,310","30,829,538","170,750","214,975","123,020","693,118","116,980","558,122","158,150","155,555","60,480","1,059,412","106,130","801,865","55,830","1,498,074","92,680","3,536,734","13,850","9,880","28,493","66,020","1,460,435","39,210","1,035,716","124,310","516,693","18,910","4,965","4,210","62,573","15,820","128,689","10,520","58,345","47,620","51,447","11,700","18,995","4,070","16,244","237,220","5,478,894","23,180","267,873","230,180","1,490,146","5,690","16,520","225,170","736,371","237,180","2,400,690","201,460","145,737","198,100","1,370,528","4,980","15,540","8,520","4,026","8,580","6,284","5,620","11,130","206,720","928,097","48,210","372,716","7,130","97,447","309,220","31,411,595","308,720","5,342,938","5,850","13,794","1,700","6,645","147,950","196,401","41,330","8,048","35,050","19,282","31,480","43,462",0,0,"70,520","99,293","13,680","11,972","47,940","196,840",200,752,"1,940","8,217","2,150","3,551","306,800","5,726,821",0,0,0,0,510,920,"27,760","26,280",30,30,"307,900","5,146,545","308,300","5,384,303","1,730",563,700,801,"109,650","505,490","187,630","762,905"
MO,8,"73,720","6,720","65,080","1,500","52,550","215,970","77,210",60,20,0,30,0,0,"1,010","23,660","20,884,525","73,720","21,301,750","65,520","13,865,431","55,470","174,320","46,560","665,368","45,140","565,540","36,620","68,439","18,650","930,575","44,660","1,022,897","14,370","663,944","18,280","908,464","3,560",960,"3,324","14,150","367,825","24,780","2,174,082","28,590","417,225","2,270",567,"4,600","126,220","10,160","112,685","1,590","15,669",0,0,0,0,"3,010","31,053","71,280","2,880,461","2,260","55,228","69,580","1,068,041","1,420","5,152","67,890","368,934","71,260","1,507,936","60,690","56,852","55,090","534,616","1,440","6,429","3,150","1,155",0,0,"5,160","24,393","66,060","574,274","11,190","131,992","2,960","96,643","73,630","17,256,161","73,620","4,037,609","42,830","184,337",210,"1,094","31,550","39,014","21,870","15,620","7,660","3,942",0,0,0,0,50,69,"3,260","4,538","18,220","136,372",0,0,250,"1,176",320,"1,127","72,870","4,090,475",0,0,0,0,0,0,0,0,0,0,"73,570","3,998,608","73,660","4,210,083","30,420","23,552","33,990","32,687","36,180","517,065","29,210","247,153"
MO,9,"11,260","1,020","9,920",240,"9,840","33,560","12,400",0,0,0,0,0,0,30,"3,830","7,563,980","11,260","7,744,498","9,820","4,112,976","10,280","85,441","8,950","322,275","8,750","275,729","5,320","31,850","3,490","334,255","9,140","622,206","1,960","104,136","2,020","96,776",680,40,192,"1,960","56,212","6,770","1,771,642","6,350","180,518",120,29,"1,500","58,579","2,950","39,074",280,"2,970",0,0,0,0,"1,070","29,014","11,010","896,257",90,"7,506","10,850","433,494",140,506,"10,580","96,813","11,010","544,934","9,330","12,079","7,780","112,674",240,"1,795",560,153,0,0,"1,920","16,620","10,500","239,641","1,640","44,609",750,"43,487","11,240","6,674,121","11,250","1,960,519","4,930","51,732",30,148,"6,950","28,103","5,680","11,594",720,397,0,0,0,0,0,0,400,"1,664","4,280","48,126",0,0,30,148,40,195,"11,150","1,956,157",0,0,0,0,0,0,0,0,0,0,"11,250","1,932,473","11,260","2,043,403","8,090","25,396","9,510","33,226","5,830","276,470","2,760","71,214"
MO,10,"5,240",570,"4,520",100,"4,870","15,270","5,510",0,0,0,0,0,0,0,"2,020","16,133,018","5,240","16,367,756","4,400","4,399,265","5,090","404,022","4,650","1,679,817","4,570","1,569,834","3,270","104,781","1,570","246,861","4,810","3,251,429",870,"53,858",950,"58,285",370,10,41,980,"29,522","4,130","5,639,223","3,490","234,738",30,7,770,"31,264","1,940","25,568",120,"1,184",0,0,0,0,970,"134,367","5,100","2,025,030",20,"2,134","5,020","964,301",60,451,"4,920","82,167","5,090","1,056,831","4,260","7,429","3,050","53,943",110,"1,571",210,77,0,0,"1,580","61,107","4,940","1,091,583",770,"85,855",590,"85,888","5,230","14,119,546","5,240","4,516,757",840,"44,416",0,0,"3,830","93,395","3,380","38,315",180,112,0,0,0,0,0,0,190,"1,574","2,230","48,789",0,0,0,0,20,134,"5,210","4,923,429",0,0,0,0,0,0,0,0,0,0,"5,240","4,510,695","5,240","4,669,273","3,600","39,042","4,750","152,525","2,270","429,346","1,160","425,624"
MT,0,"500,680","243,860","201,250","46,450","267,290","926,050","255,940","15,700","6,920",70,"8,710","2,420","6,280","56,600","143,620","27,982,993","499,130","28,567,418","401,880","18,189,340","160,860","305,561","104,150","702,946","94,670","535,230","88,330","117,293","83,510","956,584","99,880","1,851,465","54,610","833,626","100,850","2,366,328","19,230","25,700","105,789","77,860","1,020,973","47,790","2,359,434","146,570","584,425","10,830","2,721","2,820","53,366","25,880","152,771","13,740","68,067","50,600","49,894","5,460","12,253","7,030","61,969","145,760","3,420,996","41,540","391,694","135,180","914,265","1,510","2,561","130,170","387,583","144,270","1,350,873","96,420","38,907","105,890","795,506","4,240","13,192","13,440","6,007","17,770","25,977","5,610","25,811","112,060","628,548","33,460","229,033","2,390","28,575","383,280","19,473,472","380,460","3,511,490","9,900","56,325","14,600","15,786","146,880","194,629","28,150","23,978","18,930","9,274","25,220","25,046","29,740","5,762","71,970","95,760","9,370","5,589","67,380","194,181","26,570","121,186","30,520","131,472","20,810","15,444","463,040","4,179,985","81,200","171,941","66,870","148,052","48,430","65,091","22,220","19,435","12,970","12,098","348,430","3,331,333","376,730","3,597,658","5,110","7,541","8,620","44,863","107,160","508,748","354,550","920,872"
MT,1,"10,830","5,830","4,440",310,"8,370","17,620","2,690",90,40,0,50,0,0,190,"5,890","-816,130","9,280","-805,200","3,050","71,387","4,730","15,538","2,810","15,942","2,570","11,159",440,"1,628","3,740","-32,959","4,260","63,906",910,"9,842","1,540","16,841","2,470",100,521,10,19,"2,540","-165,894","2,910","10,930",50,12,10,134,940,"4,114",80,388,470,463,300,"1,022",260,962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,631,20,502,330,122,60,73,0,0,0,0,10,7,0,0,20,22,0,0,"1,670","3,358","1,230","8,198","1,500","8,183",0,0,"5,380","22,006","1,190","1,422",740,947,450,702,340,310,"1,000","1,277",320,558,"2,110","4,169",20,30,20,125,"1,270","1,982","4,520","17,082"
MT,2,"76,680","62,590","7,550","5,670","33,080","73,420","13,820","5,030","2,130",10,"2,890","1,170",910,"7,480","17,680","394,220","76,680","409,583","56,450","311,617","14,010","8,119","9,970","20,406","7,650","8,083","1,150",863,"9,130","29,751","8,050","5,141","3,970","15,714","7,300","34,955","1,430","1,280","3,133",180,865,"1,980","-2,288","10,860","15,363",110,23,30,105,"1,550","3,955",210,733,"1,730","1,291","1,330","4,135",150,245,"3,760","59,767","3,090","32,063","1,730","2,556",90,50,"2,750","6,373","3,370","9,556","1,710",494,"1,700","10,898",60,311,190,44,200,350,110,148,"2,350","2,825","1,680","3,210",50,198,"8,030","13,711","8,230","1,610",220,71,680,221,510,57,300,7,0,0,110,30,30,7,30,11,0,0,"7,690","5,973","3,010","15,356","3,250","15,030",50,22,"61,560","54,564","22,810","23,160","19,870","20,650","6,100","3,694","3,020","2,558","2,080","1,505","8,040","1,553","16,230","7,872",0,0,0,0,"6,040","2,883","57,770","48,841"
