STATE,AGI_STUB,N1,MARS1,MARS2,MARS4,ELF,CPREP,PREP,DIR_DEP,VRTCRIND,N2,TOTAL_VITA,VITA,MVITA,TCE,VITA_EIC,RAC,ELDERLY,A00100,N02650,A02650,N00200,A00200,N00300,A00300,N00600,A00600,N00650,A00650,N00700,A00700,N00900,A00900,N01000,A01000,N01400,A01400,N01700,A01700,SCHF,N02300,A02300,N02500,A02500,N26270,A26270,N02900,A02900,N03220,A03220,N03300,A03300,N03270,A03270,N03150,A03150,N03210,A03210,N02910,A02910,N04450,A04450,N04100,A04100,N04200,A04200,N04470,A04470,N17000,A17000,N18425,A18425,N18450,A18450,N18500,A18500,N18460,A18460,N18300,A18300,N18800,A18800,N19300,A19300,N19500,A19500,N19530,A19530,N19550,A19550,N19570,A19570,N19700,A19700,N20950,A20950,N04475,A04475,N04800,A04800,N05800,A05800,N09600,A09600,N05780,A05780,N07100,A07100,N07300,A07300,N07180,A07180,N07230,A07230,N07240,A07240,N07225,A07225,N07260,A07260,N09400,A09400,N85770,A85770,N85775,A85775,N10600,A10600,N59660,A59660,N59720,A59720,N11070,A11070,N10960,A10960,N11560,A11560,N11450,A11450,N11520,A11520,N11530,A11530,N10970,A10970,N10971,A10971,N06500,A06500,N10300,A10300,N85530,A85530,N85300,A85300,N11901,A11901,N11900,A11900,N11902,A11902,N12000,A12000
UT,2,"157,830","134,060","12,130","9,570","141,960","9,950","61,680","105,670","3,960","144,510","3,880","3,040",0,840,"1,490","15,760","21,600","813,060","157,820","825,312","122,910","682,730","19,620","7,729","10,280","10,534","9,310","6,232",390,299,"23,730","64,808","11,320","15,451","4,790","21,067","10,110","48,378",540,"1,800","10,393",510,"1,673","3,310","-20,879","20,590","12,252",150,32,20,144,870,"2,197",220,775,900,679,"35,530","9,944","156,630","1,811,096","156,630","1,776,539","17,490","34,557","1,190","25,592",780,"9,794",460,"2,245",500,314,680,"2,428","1,060","3,700","1,090","3,771",150,95,610,"8,326",0,0,50,26,130,785,50,62,700,"1,446",30,274,720,910,"3,340","7,566","3,130","1,060",0,0,740,259,800,88,470,19,0,0,140,33,40,6,40,14,0,0,"18,540","12,198","7,330","50,701","7,680","50,977","128,350","202,071","59,440","74,187","58,010","65,793","14,000","49,977","10,240","8,715","5,080","2,602",310,356,430,475,290,509,"19,350","30,699","81,710","163,889","2,900",973,"22,740","13,654",0,0,0,0,"7,210","3,368","125,880","191,776","125,380","190,325",620,"1,450"
UT,3,"238,110","178,240","28,940","26,730","224,720","7,400","98,480","191,080","9,420","314,260","5,040","3,950",0,"1,080","2,190","41,840","37,010","4,107,058","238,110","4,147,962","197,960","3,303,264","31,640","18,918","16,430","26,396","15,080","15,919","1,000",755,"37,440","255,506","20,030","46,548","11,080","89,774","25,180","275,578","1,060","10,360","101,730","16,830","35,934","6,670","-6,900","36,750","40,904",650,141,60,518,"2,110","5,380","1,030","3,263","2,810","2,072","62,100","19,057","234,790","3,507,686","234,790","3,450,261","28,890","57,426","3,320","79,627","2,220","29,777","1,720","4,526","1,260","1,042","2,360","7,292","3,170","11,279","3,200","11,460",620,387,"1,920","20,667",60,464,120,136,510,"2,239",80,315,"2,380","12,228",100,"1,159","16,310","10,812","154,060","856,656","152,870","86,155",10,130,"2,470",828,"44,480","14,858","1,700",59,90,30,"21,620","10,557","18,840","3,049","2,840",944,450,172,"30,710","46,869","21,020","138,646","21,530","135,817","224,470","631,504","118,050","225,309","91,970","185,740","35,780","123,813","22,490","19,142","14,460","7,627",680,955,"1,640","2,877",710,"1,016","28,290","44,735","181,270","385,348","128,490","71,298","148,900","119,817",20,23,0,0,"22,220","20,687","208,420","532,252","207,640","529,025","1,040","3,227"
UT,4,"339,200","202,760","77,480","49,990","322,690","9,200","150,220","256,020","17,120","581,900","5,780","4,620",30,"1,130",860,"57,900","54,180","12,439,369","339,200","12,525,166","300,210","10,525,407","55,600","33,905","29,180","52,596","26,980","31,819","4,250","3,078","43,400","345,508","35,850","145,710","17,370","195,045","40,890","733,877","2,090","14,310","140,798","39,040","297,809","13,060","56,658","49,970","85,797","1,910",439,180,"1,606","3,670","11,793","3,410","13,428","7,670","5,712","98,850","35,036","327,590","5,433,305","327,590","5,356,637","37,250","76,667","11,600","279,231","5,170","71,659","9,270","23,053","1,970","2,350","9,310","26,997","11,380","48,136","11,490","48,689","2,850","1,578","8,300","82,493",260,"2,007",620,"1,205","3,350","10,145",160,568,"8,150","55,947",330,"4,297","37,370","59,214","334,730","6,656,209","332,600","724,245",0,0,"10,830","6,618","107,840","62,092","6,340",394,640,837,"31,780","31,828","58,670","11,783","19,430","12,582","3,740","3,960","31,540","70,855","31,570","218,587","32,110","217,925","329,170","1,353,908","66,970","156,082","41,700","86,442","77,260","266,028","20,930","18,099","16,160","11,520",610,891,"4,650","8,848",610,947,"26,180","43,342","313,420","761,211","315,070","662,163","320,350","738,294",60,100,0,0,"67,670","83,695","269,030","698,790","267,760","691,141","1,760","7,649"
UT,5,"223,180","91,490","102,620","23,500","211,810","6,280","108,120","153,050","13,750","494,760","2,300","1,660",0,650,80,"28,150","47,270","13,768,174","223,180","13,865,699","195,150","11,189,554","58,170","40,999","31,410","69,514","29,310","42,381","7,950","5,297","34,930","281,097","36,970","184,178","17,210","249,593","38,260","1,016,013","1,990","8,590","81,173","34,720","566,631","14,110","148,528","45,800","97,525","4,490","1,066",220,"2,854","3,340","14,878","3,740","17,358","8,590","6,696","83,780","35,826","201,850","3,960,614","201,850","3,897,317","30,400","63,297","21,330","510,950","6,090","84,531","19,510","66,410","1,590","2,969","18,690","52,732","21,120","113,882","21,270","114,465","5,420","2,800","17,210","159,454",410,"2,648","1,360","2,081","6,360","15,236",250,738,"15,890","122,995",510,"7,333","34,720","85,900","222,760","9,182,960","222,150","1,096,277",10,527,"8,030","10,240","65,600","56,847","8,480",796,650,"1,184","19,130","22,512","25,120","4,189","17,600","14,945","5,670","11,116","24,310","59,020","15,870","135,104","16,750","141,189","219,240","1,432,765","6,380","4,013",340,191,"70,460","268,717","10,960","9,569","6,270","6,115",380,696,"4,560","9,176",430,856,"18,300","30,369","213,390","662,324","218,580","1,039,430","219,790","1,105,897",50,70,0,0,"62,360","122,582","160,250","448,694","158,730","441,008","2,070","7,686"
UT,6,"154,030","36,110","106,190","9,370","145,950","4,600","78,720","96,580","10,470","416,430",800,470,10,320,0,"14,190","38,040","13,358,584","154,030","13,450,422","134,700","10,537,926","53,830","42,732","30,070","80,888","28,190","51,486","8,650","6,315","27,720","240,216","34,510","239,439","15,790","295,652","32,230","1,057,173","1,850","5,680","52,013","27,840","612,724","14,370","255,082","36,190","91,838","3,830",953,240,"2,942","2,850","14,888","2,950","16,513","6,110","4,445","65,820","32,065","130,000","2,938,014","130,000","2,887,776","23,120","50,238","24,040","644,443","5,290","72,899","22,710","101,232","1,190","3,250","21,640","62,539","23,860","159,415","23,990","159,768","6,010","3,356","19,850","190,081",420,"2,347","1,660","2,592","6,010","14,125",300,"1,127","19,650","191,695",520,"8,433","30,920","98,911","153,880","9,647,594","153,570","1,215,370",30,247,"4,830","8,809","38,480","49,341","8,670",928,630,"1,352","12,900","14,838",0,0,"15,910","14,564","5,640","14,228","19,530","51,430","7,860","70,359","8,500","77,588","152,040","1,425,466",0,0,0,0,"60,680","242,044","7,280","6,229","2,730","3,455",290,608,"4,980","11,109",310,722,"11,540","20,040","141,060","553,330","151,800","1,166,029","152,360","1,225,475",60,105,0,0,"52,390","135,652","101,310","334,815","99,720","325,727","2,080","9,088"
UT,7,"248,120","29,370","209,300","7,260","234,860","8,210","132,010","123,960","19,350","753,700",530,300,0,230,0,"12,650","64,330","33,715,986","248,120","33,973,341","220,440","25,920,492","117,000","128,865","73,160","295,699","69,220","193,307","20,890","15,348","51,000","564,651","82,710","1,157,859","31,140","942,743","56,420","2,345,859","3,480","6,730","62,743","42,530","1,160,988","38,320","1,218,402","71,880","257,355","9,870","2,644","1,100","18,753","7,290","55,724","6,870","42,508","11,490","8,394","95,920","48,002","169,050","4,079,804","169,050","4,005,326","33,280","74,478","79,070","2,626,729","8,880","123,948","76,440","545,418","2,400","7,882","74,060","246,362","78,820","700,301","79,010","700,699","18,850","10,763","68,140","678,710","1,330","7,142","6,330","8,314","1,810","1,982","1,470","6,214","72,810","1,069,783","1,430","27,640","69,150","359,508","248,010","26,602,288","247,770","3,874,202",170,"2,614","5,840","19,672","77,390","106,532","23,620","4,671","1,220","2,487","21,740","25,299",0,0,"36,370","32,346","9,790","29,258","36,180","118,516","6,470","47,114","7,590","66,683","245,500","3,954,085",0,0,0,0,"108,170","413,757","13,310","11,525","1,580","2,830",430,873,"11,460","23,955",480,"1,076","17,420","39,782","203,890","908,900","246,650","3,767,669","247,090","3,908,608","1,610",585,590,304,"115,010","525,470","132,490","567,930","128,000","527,716","6,010","40,214"
UT,8,"77,650","7,180","68,310","1,610","73,890","2,490","52,700","23,190","7,550","245,920",30,20,0,10,0,"1,390","21,890","22,448,924","77,650","22,699,286","68,330","14,104,615","53,500","163,899","40,430","445,069","38,730","312,077","3,490","5,120","18,640","518,797","47,680","2,540,289","12,190","694,698","16,020","903,470","1,220","1,160","12,189","12,600","381,654","27,700","2,728,473","26,100","250,362","1,870",480,"1,780","49,975","6,650","77,158","1,960","19,812",0,0,"21,240","10,272","34,680","843,395","34,680","825,340","8,120","18,055","42,970","1,972,119","1,460","29,182","41,250","608,374","1,590","5,581","39,500","179,335","42,890","417,484","42,940","417,812","7,400","5,130","34,990","435,260",720,"4,113","3,690","4,630",0,0,"2,630","16,626","40,340","1,025,881","1,250","35,217","38,680","556,457","77,620","19,067,261","77,590","3,609,422",340,"9,673","1,540","11,957","30,830","53,045","17,350","13,423",310,343,0,0,0,0,"11,920","10,706","2,900","11,118","15,870","90,813",0,0,"1,630","13,848","76,550","3,339,802",0,0,0,0,"32,010","78,119",0,0,0,0,150,420,"3,400","4,123",160,462,20,9,"23,990","97,088","77,510","3,556,377","77,610","3,737,687","27,970","21,111","38,370","54,051","46,870","733,589","30,450","331,068","25,400","229,558","6,220","101,510"
UT,9,"13,930","1,220","12,330",260,"13,390",380,"11,820","2,660","1,290","44,940",0,0,0,0,0,60,"4,390","9,418,442","13,930","9,527,137","11,820","4,262,325","12,000","103,307","9,560","296,196","9,250","222,910",520,"1,474","3,580","204,429","11,230","2,037,923","2,120","156,710","2,120","125,407",270,130,"1,432","2,290","73,323","8,550","2,125,437","6,140","108,695",100,26,680,"32,355","2,250","32,101",460,"5,152",0,0,"2,860","1,394","4,370","105,706","4,370","102,981","1,240","2,725","9,550","746,862",70,"3,128","9,030","304,527",480,"1,336","8,470","58,789","9,550","93,643","9,550","93,687",990,861,"6,910","107,622",130,"1,395",840,"1,048",0,0,"1,410","16,183","9,040","497,151",530,"22,880","8,600","270,509","13,910","8,295,940","13,910","1,983,970",320,"11,152",250,"2,285","6,130","30,574","5,200","14,063",0,0,0,0,0,0,60,41,420,"2,214","3,840","34,715",0,0,260,"2,353","13,610","1,800,709",0,0,0,0,170,224,0,0,0,0,30,68,0,0,20,98,0,0,"2,320","9,180","13,890","1,953,396","13,920","2,095,507","7,480","22,382","12,060","74,646","8,490","496,478","5,350","198,331","3,140","91,347","2,600","106,984"
UT,10,"8,390",780,"7,370",120,"8,050",240,"7,810","1,350",800,"26,690",0,0,0,0,0,0,"2,860","33,174,111","8,390","33,282,275","6,880","6,614,495","7,900","394,616","6,650","1,095,701","6,410","869,968",350,"3,315","2,170","269,142","7,600","16,010,229","1,160","157,454","1,100","85,651",230,40,418,"1,340","44,540","6,590","7,718,223","4,220","108,164",20,6,500,"29,409","1,690","25,968",220,"2,390",0,0,"1,070",520,"1,680","40,062","1,680","39,091",450,971,"6,710","2,401,620",20,"1,638","6,310","912,971",380,"1,287","5,620","72,563","6,710","66,035","6,710","71,831",490,709,"4,110","70,824",100,"1,319",450,403,0,0,"2,160","84,496","6,460","2,068,490",880,"88,545","5,900","1,179,925","8,380","29,552,234","8,380","7,930,177","1,730","37,234",80,731,"4,960","138,117","4,190","76,294",0,0,0,0,0,0,0,0,190,"2,021","2,830","55,375",0,0,90,766,"8,230","8,272,987",0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,45,0,0,"1,130","4,516","8,370","7,792,060","8,390","8,360,146","4,540","53,955","7,620","445,752","4,170","1,112,703","4,190","1,016,507","1,740","336,373","2,940","680,134"
VT,0,"336,280","180,650","120,070","28,460","315,120","10,160","156,900","203,970","10,740","570,770","10,020","4,260",20,"5,740","1,340","41,480","109,750","26,811,362","332,310","27,189,550","260,090","16,016,368","126,610","160,158","83,340","958,201","79,420","748,479","4,780","4,048","59,840","1,069,696","79,370","3,178,554","46,120","993,839","66,160","1,614,324","3,910","38,570","469,703","62,020","1,077,368","20,930","1,551,474","81,410","378,188","6,870","1,798","3,360","71,770","12,950","94,089","9,120","51,845","19,410","17,509","100,110","34,840","308,940","5,504,393","308,940","5,352,797","74,370","151,597","19,830","849,011","5,390","142,416","18,010","342,219","1,530","1,471","17,450","154,293","19,650","163,841","19,740","164,885","2,450","1,782","14,110","138,878",430,"3,285",700,609,"1,690","2,627","1,110","25,138","14,340","355,160",590,"9,504","64,050","418,440","271,580","20,669,402","268,690","3,523,025",470,"6,651","5,960","9,946","76,860","100,221","30,280","27,067","1,250","2,250","13,160","14,893","17,610","3,340","17,400","11,835","7,710","14,186","48,290","178,566","16,730","106,717","17,270","101,980","315,110","4,020,029","51,880","85,365","38,500","59,932","62,580","178,909","8,600","7,875","10,830","16,986",440,739,"10,840","22,074",540,912,"18,510","30,181","277,330","697,157","262,160","3,422,816","272,830","3,714,937","7,880","14,125","12,740","84,175","75,810","529,992","244,390","832,594","235,060","651,056","12,820","181,539"
VT,1,"7,500","4,780","1,630",920,"5,780",930,"3,310","3,410",100,"11,880",130,90,0,40,0,520,"3,250","-251,101","3,530","-247,642",960,"35,649","1,700","3,205","1,080","4,876","1,000","3,464",20,37,"1,630","-23,394","1,520","23,104",400,"4,350",490,"4,428",430,370,"6,063",0,0,810,"-94,159",850,"3,459",20,5,10,94,240,"1,376",30,184,170,173,"1,210",369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,184,0,0,50,20,10,7,0,0,0,0,0,0,0,0,0,0,0,0,520,"1,037",300,"2,684",330,"2,337","4,170","18,672",870,"1,279",770,"1,041","1,470","4,945",100,98,270,527,20,126,0,3,20,142,"1,220","2,126","6,330","14,460",40,177,640,"1,345",30,23,0,0,180,460,"4,080","17,767","3,960","16,132",180,"1,635"
VT,2,"38,870","32,440","4,030","1,930","35,140","1,840","14,290","20,710",610,"36,120","3,930","1,480",0,"2,460",530,"3,030","13,500","186,336","38,870","191,102","23,640","127,367","8,840","3,156","4,860","6,221","4,430","4,223",90,62,"4,850","15,568","4,020","3,783","3,520","13,038","5,500","24,408",300,"1,310","9,941",150,519,530,"-4,951","4,810","4,766",30,7,20,214,490,"1,506",150,527,520,507,"4,890","1,164","38,600","482,810","38,600","460,854","11,450","21,956",270,"7,794",210,"5,086",110,295,130,50,180,"1,160",260,"1,145",260,"1,155",20,11,120,"1,118",0,0,0,0,20,86,10,38,130,174,0,0,120,12,"1,070","2,453",830,239,0,0,90,32,210,17,160,5,0,0,20,10,10,3,0,0,0,0,"4,080","3,037",760,"4,940",790,"4,388","29,300","39,534","12,940","14,382","12,460","12,085","2,630","8,366",580,522,650,815,30,18,90,100,40,27,"2,690","4,155","24,920","47,148",790,222,"5,090","3,406",0,0,0,0,"1,360",644,"28,590","36,770","28,400","36,150",300,620
VT,3,"50,790","37,830","6,590","5,440","47,340","1,520","20,700","36,020","1,240","64,480","2,410","1,070",20,"1,330",610,"8,970","15,840","879,484","50,790","895,183","35,060","536,808","12,530","6,138","7,350","16,286","6,860","11,016",200,115,"9,100","64,675","6,620","19,458","5,640","42,105","8,900","91,968",460,"8,880","104,285","6,760","13,345","1,050","-1,072","9,710","15,699",200,43,90,697,"1,100","3,077",640,"2,606","1,640","1,620","9,850","2,521","50,130","764,069","50,130","739,278","12,640","24,791",660,"18,323",500,"11,477",340,729,240,103,470,"2,662",630,"2,831",630,"2,838",70,84,300,"2,457",10,123,20,18,40,74,20,58,370,950,30,283,"4,580","3,175","32,720","182,290","31,690","17,876",0,0,330,127,"6,610","1,839",830,40,20,7,"1,790",926,"3,300",593,580,183,200,62,"7,510","11,860","2,650","17,216","2,680","15,054","46,740","129,671","24,320","41,789","17,760","33,057","6,620","19,921","1,320","1,135","2,170","2,681",110,143,480,702,120,108,"3,680","5,635","41,850","85,616","28,680","16,037","32,750","28,254",0,0,0,0,"4,840","4,939","43,320","106,324","42,860","104,848",820,"1,476"
